127.0.0.1 - - [18/Apr/2021:12:39:46 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [18/Apr/2021:12:53:48 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 14525
0:0:0:0:0:0:0:1 - - [18/Apr/2021:12:54:56 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 14905
0:0:0:0:0:0:0:1 - - [18/Apr/2021:12:55:02 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 64148
0:0:0:0:0:0:0:1 - - [18/Apr/2021:12:55:46 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15131
0:0:0:0:0:0:0:1 - - [18/Apr/2021:12:55:50 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 64148
0:0:0:0:0:0:0:1 - - [18/Apr/2021:12:56:12 +0700] "GET /spring_mvc/template/web/download/FileSaver.min.js.map HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Apr/2021:12:57:00 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15137
0:0:0:0:0:0:0:1 - - [18/Apr/2021:12:57:05 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 64148
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:08:32 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15486
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:08:40 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 64148
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:09:04 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 64148
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:11:46 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15486
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:11:56 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15486
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:12:06 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:12:13 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15486
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:14:07 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:17:34 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15486
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:17:46 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:19:35 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15486
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:19:44 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 6544
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:20:18 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15492
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:20:22 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 6544
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:29:40 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15552
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:29:48 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 500 10787
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:29:49 +0700] "GET /spring_mvc/template/web/download/FileSaver.min.js.map HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:30:08 +0700] "GET /spring_mvc/template/web/download/FileSaver.min.js.map HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:30:40 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 500 10787
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:31:06 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15553
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:31:09 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 64148
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:31:45 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 500 10787
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:31:47 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15553
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:31:56 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 6544
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:32:55 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15581
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:33:10 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 6544
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:34:41 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15600
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:34:46 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 64148
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:34:51 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 6544
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:34:58 +0700] "GET /spring_mvc/template/web/download/FileSaver.min.js.map HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:35:38 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15630
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:35:43 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 6544
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:41:41 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15630
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:41:46 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 6544
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:44:28 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15630
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:44:39 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15630
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:44:49 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 6544
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:45:09 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 64148
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:45:13 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 500 11287
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:46:22 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 500 11287
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:49:05 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 500 11287
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:50:11 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 500 11287
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:51:57 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 15630
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:52:06 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:55:26 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 16030
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:55:35 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 4396
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:55:54 +0700] "GET /spring_mvc/trang-chu HTTP/1.1" 200 16030
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:55:57 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 64148
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:56:15 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 64148
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:56:19 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 6544
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:56:24 +0700] "POST /spring_mvc/api/user1 HTTP/1.1" 200 4396
0:0:0:0:0:0:0:1 - - [18/Apr/2021:13:57:09 +0700] "GET /spring_mvc/trang-chu/config?tenfile=test_mysql HTTP/1.1" 200 7892
